Listid,Listname,listPublished,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
408,"17th FIS points list 2024/25",1,1,AL,O,42018,820008,ABBAS,Muhammad,PAK,M,1986-02-16,,,"ABBAS Muhammad",1986,23-02-2025,,,,736.41,5865,*,777.45,5924,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,216785,820032,ABBAS,Zahid,PAK,M,1999-01-01,,,"ABBAS Zahid",1999,23-02-2025,,,,770.22,5874,*,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,161935,265028,ABBASI,Forough,IRI,W,1993-09-15,,,"ABBASI Forough",1993,23-02-2025,,,,142.30,2594,,484.41,3851,*,999.99,2145,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,279519,6191819,ABBE,Elie,FRA,M,2007-09-25,"SKI CLUB SAINT GERVAIS",2671652,"ABBE Elie",2007,23-02-2025,138.59,1036,,68.88,1815,*,54.65,1271,,161.15,1930,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,280858,6297182,ABBIO,"Anna Alice",ITA,W,2007-02-02,"S.C. VAL VERMENAGNA A.D.",ITA56836,"ABBIO Anna Alice",2007,23-02-2025,,,,93.37,1759,,94.45,1785,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,230284,6294207,ABBRUZZESE,Marco,ITA,M,2002-08-10,"GRUPPO SPORTIVO FIAMME ORO",ITA45103,"ABBRUZZESE Marco",2002,23-02-2025,27.95,121,,38.97,688,*,32.13,405,*,19.88,72,,138.98,131,*
408,"17th FIS points list 2024/25",1,1,AL,O,270201,512734,ABDERHALDEN,Terry,SUI,M,2006-01-23,"SSC Toggenburg",SUI,"ABDERHALDEN Terry",2006,23-02-2025,63.31,293,,53.09,1187,,83.83,2399,*,88.54,738,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,266262,962401,ABDI,Fayik,KSA,M,1997-10-07,,,"ABDI Fayik",1997,23-02-2025,,,,116.90,3404,,94.82,2767,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,219861,6532813,ABDOW,Alex,USA,M,2001-05-14,"Saint Michael's College",6342814,"ABDOW Alex",2001,23-02-2025,,,,54.28,1236,*,62.68,1588,*,315.77,2900,*,583.07,1082,*
408,"17th FIS points list 2024/25",1,1,AL,O,283535,830038,ABDULLOZODA,Ikromiddin,TJK,M,2007-05-01,TAJIKISTAN,TJK,"ABDULLOZODA Ikromiddin",2007,23-02-2025,,,,379.11,5591,*,565.27,5833,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,235964,860008,ABDULOV,Nurlan,AZE,M,1989-12-02,,,"ABDULOV Nurlan",1989,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,278106,308672,ABE,Anju,JPN,W,2007-11-23,,,"ABE Anju",2007,23-02-2025,,,,64.26,1010,,60.17,966,*,264.47,1620,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,277984,308636,ABE,Kahimi,JPN,W,2007-08-11,,,"ABE Kahimi",2007,23-02-2025,,,,82.67,1497,*,117.62,2194,,333.17,1819,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,279408,6302220,ABE,Kazuki,JPN,M,2007-02-22,,,"ABE Kazuki",2007,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,270380,6302005,ABE,Kazuto,JPN,M,2006-05-30,,,"ABE Kazuto",2006,23-02-2025,,,,73.09,1979,*,74.12,2054,,277.04,2743,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,252572,308372,ABE,Kisara,JPN,W,2004-02-16,,,"ABE Kisara",2004,23-02-2025,,,,46.38,583,*,91.41,1726,,866.07,2128,*,999.99,707,*
408,"17th FIS points list 2024/25",1,1,AL,O,270651,308573,ABE,Miria,JPN,W,2006-05-23,,,"ABE Miria",2006,23-02-2025,,,,95.51,1796,*,99.44,1881,,324.47,1801,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,284939,308728,ABE,Momoka,JPN,W,2008-03-05,,,"ABE Momoka",2008,23-02-2025,,,,149.27,2679,,146.08,2584,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,271906,6302069,ABE,Ryo,JPN,M,1996-08-22,,,"ABE Ryo",1996,23-02-2025,,,,196.53,4746,,251.47,5218,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,287319,6302407,ABE,Ryota,JPN,M,2006-11-14,,,"ABE Ryota",2006,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,270383,308568,ABE,Shiori,JPN,W,2006-03-30,,,"ABE Shiori",2006,23-02-2025,,,,60.48,923,,59.34,938,,241.52,1537,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,261535,6301790,ABE,Sohei,JPN,M,2005-10-19,,,"ABE Sohei",2005,23-02-2025,,,,56.10,1315,*,71.53,1942,*,227.19,2463,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,282330,345210,ABED,Aya,LBN,W,2007-01-17,"ACTIVE CLUB",LBN,"ABED Aya",2007,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,178338,959600,ABEDA,Shannon,ERI,M,1996-05-15,,,"ABEDA Shannon",1996,23-02-2025,999.99,2141,*,81.88,2300,,96.74,2834,,999.99,3461,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,275634,260478,ABEDI,Sina,IRI,M,2004-02-24,,,"ABEDI Sina",2004,23-02-2025,,,,999.99,5944,*,947.24,5970,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,246017,550121,ABELE,"Gustavs Harijs",LAT,M,2003-11-26,"SK ASI",,"ABELE Gustavs Harijs",2003,23-02-2025,218.70,1621,*,62.48,1570,,87.62,2530,*,226.29,2458,*,838.22,1177,*
408,"17th FIS points list 2024/25",1,1,AL,O,286391,6538223,ABELSON,Audrey,USA,W,2008-04-28,"Holderness School",6873802,"ABELSON Audrey",2008,23-02-2025,,,,108.67,2066,,125.34,2308,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,269094,502765,ABERSTEN,Maans,SWE,M,2006-11-15,"Sundsvalls SLK",SWE,"ABERSTEN Maans",2006,23-02-2025,162.56,1256,*,101.08,2948,*,72.59,1978,,156.03,1868,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,293270,680091,Abesadze,Irakli,GEO,M,2008-04-05,,,"Abesadze Irakli",2008,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,282893,340700,"ABI RAMIA",Pedrino,LBN,M,2004-05-21,"HAFROUN EHMEJ",LBN,"ABI RAMIA Pedrino",2004,23-02-2025,,,,372.76,5585,*,395.47,5667,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,275183,340666,"ABI RAMIA",Raghid,LBN,M,2002-08-16,"HAFROUN EHMEJ",LBN,"ABI RAMIA Raghid",2002,23-02-2025,,,,665.12,5832,*,433.17,5722,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,219162,340532,"ABI SAAD","Jean Claude",LBN,M,1997-06-04,"Hafroun Al Riadi",,"ABI SAAD Jean Claude",1997,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,282348,345220,"ABI SAAD",Mandi,LBN,W,2007-08-17,"KOUMAM EL LAQLOUQ",LBN,"ABI SAAD Mandi",2007,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,282347,340694,"ABI SEMAAN",Joud,LBN,M,2007-11-06,"KOUMAM EL LAQLOUQ",LBN,"ABI SEMAAN Joud",2007,23-02-2025,,,,339.78,5522,*,389.66,5661,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,272114,340656,ABILLAMA,Nabil,LBN,M,2006-09-16,"FARAYA MZAAR",LBN,"ABILLAMA Nabil",2006,23-02-2025,,,,268.10,5270,*,298.86,5409,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,268671,265091,"ABOLHASANZADEH AMAGHANI",Faezeh,IRI,W,2002-11-13,,,"ABOLHASANZADEH AMAGHANI Faezeh",2002,23-02-2025,,,,386.75,3791,*,435.52,3804,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,193217,340428,"ABOU HAIDAR",Fawzi,LBN,M,1997-09-18,"ACTIVE CLUB",LBN,"ABOU HAIDAR Fawzi",1997,23-02-2025,,,,,,,610.92,5852,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,275195,340674,"ABOU NADER",Assaad,LBN,M,2001-07-17,"MZAAR AL RIYADI",LBN,"ABOU NADER Assaad",2001,23-02-2025,,,,690.33,5845,*,381.46,5642,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,275196,340675,"ABOU NADER",Roukoz,LBN,M,2004-09-21,"MZAAR AL RIYADI",LBN,"ABOU NADER Roukoz",2004,23-02-2025,,,,292.44,5385,*,386.47,5654,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,222501,198191,ABOULY,Lois,FRA,W,2001-10-07,"CLUB DES SPORTS LES MENUIRES",2646174,"ABOULY Lois",2001,23-02-2025,41.60,104,,160.65,2823,*,25.30,149,,29.41,79,*,185.45,104,*
408,"17th FIS points list 2024/25",1,1,AL,O,230012,512492,ABPLANALP,Kilian,SUI,M,2002-01-12,"SAK Haslital Brienz",SUI,"ABPLANALP Kilian",2002,23-02-2025,320.36,1868,*,23.00,139,*,27.30,271,*,288.84,2795,*,386.69,872,*
408,"17th FIS points list 2024/25",1,1,AL,O,246397,6533428,ABRAHAM,Connor,USA,M,2003-10-23,"Northern Michigan University",6635405,"ABRAHAM Connor",2003,23-02-2025,,,,82.87,2336,*,125.48,3616,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,273320,6534193,ABRAHAM,Keaton,USA,M,2006-10-17,,6877516,"ABRAHAM Keaton",2006,23-02-2025,,,,129.28,3683,,145.84,4051,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,271828,740061,ABRAHAMYAN,Artur,ARM,M,2006-05-28,Aparan,,"ABRAHAMYAN Artur",2006,23-02-2025,,,,438.26,5674,*,274.15,5318,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,270584,565548,ABRAM,Zana,SLO,W,2005-03-15,"POS - SK KALIC POSTOJNA",SLO,"ABRAM Zana",2005,23-02-2025,,,,184.51,3074,*,171.16,2881,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,235525,680078,ABRAMASHVILI,Giorgi,GEO,M,2001-11-15,Bakuriani,0162,"ABRAMASHVILI Giorgi",2001,23-02-2025,,,,,,,853.34,5947,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,93392,680041,ABRAMASHVILI,Iason,GEO,M,1988-04-26,Bakuriani,GEO,"ABRAMASHVILI Iason",1988,23-02-2025,,,,243.48,5135,*,308.12,5440,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,281571,690822,ABRAMCHUK,Mykhailo,UKR,M,2007-10-14,,,"ABRAMCHUK Mykhailo",2007,23-02-2025,,,,212.27,4912,*,210.95,4916,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,228537,221506,ABRISHAMI,Diaco,GBR,M,2002-03-04,,GBR,"ABRISHAMI Diaco",2002,23-02-2025,119.17,847,*,32.27,443,,49.10,1050,,162.11,1940,*,319.46,729,*
408,"17th FIS points list 2024/25",1,1,AL,O,275472,6537887,ABUCEWICZ,Audrey,USA,W,2003-05-25,,6908607,"ABUCEWICZ Audrey",2003,23-02-2025,,,,428.50,3833,,385.60,3764,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,249592,125100,ABUDUAINI,Adila,CHN,W,2003-08-08,,,"ABUDUAINI Adila",2003,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,287680,550150,ABZALONS,Miks,LAT,M,2008-03-30,"SK Pantera",,"ABZALONS Miks",2008,23-02-2025,,,,129.50,3691,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,220679,198146,ACCAMBRAY,Louison,FRA,W,2001-10-02,"CLUB DES SPORTS LA CLUSAZ",2637898,"ACCAMBRAY Louison",2001,23-02-2025,175.17,646,*,30.48,273,*,23.00,100,,51.10,180,,181.65,97,*
408,"17th FIS points list 2024/25",1,1,AL,O,281204,10001315,ACCORDINI,Nicola,ITA,M,2007-02-12,"SKI TEAM CAVALESE A.S.D.",ITA56930,"ACCORDINI Nicola",2007,23-02-2025,,,,236.58,5095,*,352.08,5559,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,273369,56782,ACHATZ,"Chiara Celina",AUT,W,2006-08-11,,,"ACHATZ Chiara Celina",2006,23-02-2025,,,,88.31,1635,,133.64,2422,*,106.08,634,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,285290,512855,ACHERMANN,Janis,SUI,M,2008-07-18,Soerenberg,SUI,"ACHERMANN Janis",2008,23-02-2025,125.33,914,,90.21,2596,,97.20,2846,,172.63,2047,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,279704,10001184,ACKER,Louis,AUT,M,2007-04-01,"Schiunion Klaus-Weiler",,"ACKER Louis",2007,23-02-2025,,,,69.78,1854,*,76.92,2158,*,90.13,776,,227.82,458,*
408,"17th FIS points list 2024/25",1,1,AL,O,220872,512467,ACKERMANN,Nicolas,SUI,M,2001-01-07,"Sc Feusisberg",SUI,"ACKERMANN Nicolas",2001,23-02-2025,55.06,252,*,87.22,2495,*,61.01,1528,*,57.92,348,*,179.66,269,*
408,"17th FIS points list 2024/25",1,1,AL,O,288452,10001760,ACQUARONE,Jacopo,ITA,M,2008-07-14,"S.C. SKI COLLEGE LIMONE A.D.",ITA62074,"ACQUARONE Jacopo",2008,23-02-2025,,,,73.90,2007,,108.08,3186,,180.64,2117,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,272248,198547,ACQUISTAPACE,Fiona,FRA,W,2006-07-18,"GRAND CHAMBERY SKI",2675330,"ACQUISTAPACE Fiona",2006,23-02-2025,131.67,487,*,37.62,412,,53.45,765,,96.95,548,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,270299,6301960,ADACHI,Daiki,JPN,M,2006-12-27,,,"ADACHI Daiki",2006,23-02-2025,,,,67.19,1741,,99.44,2935,,354.67,3014,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,223539,6301175,ADACHI,Kazuto,JPN,M,1978-05-23,,,"ADACHI Kazuto",1978,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,279210,108961,ADAIR,Aliya,CAN,W,2007-01-16,NSA,CAN,"ADAIR Aliya",2007,23-02-2025,,,,95.38,1794,*,126.50,2319,,143.90,954,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,277958,6537971,ADAIR,Ally,USA,W,2007-05-27,"Team Gilboa Ski Club of MN Inc.",6599674,"ADAIR Ally",2007,23-02-2025,,,,98.03,1845,*,147.49,2609,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,285547,151615,ADAMEC,Jakub,CZE,M,2008-02-29,,,"ADAMEC Jakub",2008,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,252273,561455,ADAMEK,Anze,SLO,M,2004-03-14,"KRG - ASK KRANJSKA GORA",SLO,"ADAMEK Anze",2004,23-02-2025,,,,133.83,3779,*,86.25,2487,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,274931,6296995,ADAMI,Matilde,ITA,W,2006-11-20,"S.C. CHAMOIS A.S.D.",ITA56161,"ADAMI Matilde",2006,23-02-2025,,,,,,,201.50,3149,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,293605,701102,Adamsky,Martin,SVK,M,2008-01-21,,,"Adamsky Martin",2008,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,262941,701043,ADAMSKY,Tomas,SVK,M,2005-09-11,"Martincek Racing Academy",SVK,"ADAMSKY Tomas",2005,23-02-2025,,,,76.45,2103,,87.74,2537,*,240.68,2534,*,393.08,878,*
408,"17th FIS points list 2024/25",1,1,AL,O,226529,961007,ADIENA,"Buman Ali",AFG,M,1994-11-03,,,"ADIENA Buman Ali",1994,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,265122,10000459,ADORNI,Manuel,ITA,M,2005-12-06,"SKI CLUB CHAMOLE  A.S.D.",ITA53017,"ADORNI Manuel",2005,23-02-2025,206.61,1564,*,72.91,1969,*,51.37,1145,*,89.15,757,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,252137,507233,ADSTEN,Amber,SWE,W,2004-02-03,"Aare SLK",SWEDEN,"ADSTEN Amber",2004,23-02-2025,200.00,709,*,40.16,463,*,39.36,423,*,74.99,340,*,999.99,707,*
408,"17th FIS points list 2024/25",1,1,AL,O,265201,265084,AEINEHSAZ,Alma,IRI,W,2005-12-17,,,"AEINEHSAZ Alma",2005,23-02-2025,,,,502.02,3884,*,503.90,3864,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,148274,511983,AERNI,Luca,SUI,M,1993-03-27,"Les Barzettes",SUI,"AERNI Luca",1993,23-02-2025,73.53,364,*,5.49,24,*,7.25,20,,92.06,806,*,95.99,38,*
408,"17th FIS points list 2024/25",1,1,AL,O,287158,65169,AERTS,Svea,BEL,W,2008-05-22,SnowValleyRacingTeam,,"AERTS Svea",2008,23-02-2025,,,,,,,168.24,2853,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,263455,60330,AERTS,Vico,BEL,M,2005-01-27,"Snow Valley Racing Team",,"AERTS Vico",2005,23-02-2025,,,,66.90,1731,,97.54,2861,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,284998,6538151,AFZELIUS,Ellen,USA,W,2008-08-02,"Burke Mountain Academy",6865596,"AFZELIUS Ellen",2008,23-02-2025,,,,166.55,2893,+,189.79,3061,+,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,261554,308468,AGARI,Miharu,JPN,W,2005-09-28,,,"AGARI Miharu",2005,23-02-2025,,,,91.42,1715,,63.75,1053,*,270.66,1644,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,271652,6296854,AGAZZI,Giulia,ITA,W,2006-08-10,"S.C. LECCO A.S.D.",ITA55200,"AGAZZI Giulia",2006,23-02-2025,125.69,459,,121.30,2280,*,71.17,1247,*,288.35,1696,*,,,
408,"17th FIS points list 2024/25",1,1,AL,O,166907,56258,AGER,Christina,AUT,W,1995-11-11,"WSV Soell - Tirol",,"AGER Christina",1995,23-02-2025,7.75,21,*,75.54,1309,*,71.45,1253,*,17.44,29,*,88.61,23,*
408,"17th FIS points list 2024/25",1,1,AL,O,192617,745010,AGHAJANYAN,Nune,ARM,W,1997-11-22,"Vanadzor Athletic and winter sports",ARM,"AGHAJANYAN Nune",1997,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,218321,740042,AGHAJANYAN,Tigran,ARM,M,1999-05-19,"Vanadzor Winter sports school",ARM,"AGHAJANYAN Tigran",1999,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,251285,860011,AGHAMATOV,Javid,AZE,M,1990-08-11,,,"AGHAMATOV Javid",1990,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,222080,6295580,AGNELLI,Carole,ITA,W,2001-11-16,"GRUPPO SPORTIVO FIAMME ORO",ITA43862,"AGNELLI Carole",2001,23-02-2025,293.49,913,*,27.68,225,*,22.82,96,,126.23,807,*,258.84,234,*
408,"17th FIS points list 2024/25",1,1,AL,O,287152,6297420,AGNOLETTO,Sofia,ITA,W,2008-02-19,"U.O.E.I. TREVISO A.S.D.",ITA60620,"AGNOLETTO Sofia",2008,23-02-2025,,,,191.57,3131,+,143.34,2543,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,280877,230869,AGORASTIDIS,Dimitrios,GRE,M,2007-10-25,"EOS Larisas",GRE,"AGORASTIDIS Dimitrios",2007,23-02-2025,,,,,,,,,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,294022,6297581,AGOSTINI,Marilena,ITA,W,2008-01-07,"VAL DI FIEMME SKI TEAM A.S.D.",ITA60203,"AGOSTINI Marilena",2008,23-02-2025,,,,,,,112.04,2102,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,282486,10001421,AGOSTINI,Mattia,ITA,M,2007-09-21,"SCI CLUB ANAUNE - CLES A.D.",ITA59158,"AGOSTINI Mattia",2007,23-02-2025,,,,188.72,4660,*,140.67,3970,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,233905,6294348,AGOSTINIS,Cristiano,ITA,M,2002-06-11,"A.S.D. SCI CLUB MONTE DAUDA",ITA44832,"AGOSTINIS Cristiano",2002,23-02-2025,,,,94.46,2748,*,138.92,3929,*,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,268612,225862,AGUTTER,Mia,GBR,W,2004-10-14,,GBR,"AGUTTER Mia",2004,23-02-2025,,,,218.52,3309,*,267.23,3499,,,,,,,
408,"17th FIS points list 2024/25",1,1,AL,O,275417,221650,AGUTTER,Tom,GBR,M,2006-09-22,Kandahar,GBR,"AGUTTER Tom",2006,23-02-2025,,,,287.34,5363,*,250.13,5209,*,,,,,,
